@ HyperIMU - ianovir
@ Date:Tue Aug 15 09:40:12 GMT+03:00 2023, Sampling Rate:100ms

bma4xy_accelerometer.x,bma4xy_accelerometer.y,bma4xy_accelerometer.z,oem_pseudo_gyro.x,oem_pseudo_gyro.y,oem_pseudo_gyro.z
-0.078,-0.735,10.6369505,0.013475,0.0598125,-0.1573
-0.25995,0.45195,8.31,0.0760375,0.0625625,0.1969
-0.33600003,0.049950004,10.419001,0.3641,0.145475,0.022824999
-0.49905002,0.09,10.6699505,0.23333749,0.116325,0.0369875
-0.38205,0.124050006,10.078951,0.116875,0.083325,-0.0691625
-0.34095,0.15,9.459001,0.0785125,0.047025,-0.126775
-0.36195,0.19095,9.49005,0.0033,-0.0567875,-0.169125
-0.18795002,-0.045,9.82995,-0.0468875,-0.0572,-0.0972125
-0.39795002,0.033,9.784051,-0.0757625,-0.0609125,0.31405
-0.35505003,-0.22005,9.813001,-0.041249998,0.023924999,0.017324999
-0.19500001,-0.29895002,9.8539505,-0.1007875,-0.0086624995,-0.0628375
-0.22800002,-0.40905002,9.97395,-0.083875,-0.008525,0.2701875
-0.36495003,-0.33495003,9.85095,-0.0644875,-0.0160875,0.0710875
-0.40095,-0.57900006,9.92805,-0.0350625,0.0367125,-0.081125
-0.39600003,-0.59295005,9.94005,-0.1282875,0.029424999,-0.04675
-0.33600003,-0.68895006,9.79395,-0.06985,0.0539,-0.230725
-0.43005002,-0.57195,9.739051,-0.0457875,0.01595,-0.0955625
-0.40605003,-0.483,9.59805,-0.0033,0.00715,-0.0521125
-0.41505003,-0.49500003,9.84,-0.0176,-0.044,0.2457125
-0.27600002,-0.62700003,9.768001,0.0099,-0.0125124995,-0.006325
-0.33405003,-0.49500003,9.79605,0.0185625,-0.0317625,-0.0946
-0.19500001,-0.57705003,9.825001,0.0262625,-0.0088,-0.324775
-0.26700002,-0.54495,9.282001,4.125E-4,-0.02475,-0.29535
-0.19695,-0.462,8.592,-0.0787875,-0.0433125,0.3810125
-0.32205,-0.33195,6.8569503,0.0671,0.01595,-0.252725
-0.39105,0.016050002,4.4370003,0.0548625,0.0983125,-0.2773375
-0.43395,-0.51405,5.88495,-0.0411125,0.05995,-0.369325
-1.11195,-1.2780001,11.674951,-0.231825,0.0895125,0.62067497
-0.71895003,-0.873,14.074051,-0.3246375,-0.015675,1.013925
-1.04205,-0.064050004,13.7029505,0.1755875,-0.05775,0.0771375
-0.066,0.51405,13.2310505,0.38541248,0.0097624995,-0.1271875
-0.60705,0.72,15.715951,0.34155,-0.1027125,-0.279125
